Shape,Orientation,WWR,Shading_depth,GlzU_Val,Wall_Mtrl,Wall_Thickness,Wall_Conductivity,Wall_Density,ExWall_SHC,ThermalLoads,Cooling Loads,Heating Loads
UShape,-0.320057836166,0.301831295144,0.464026813132,0.814163734061,str_TIP_Insulation,0.0998167709426,0.0413353515985,10.9897569335,790.960787213,275.409467,198.363611,77.045856
UShape,1.4536083987,0.309122667306,0.452119294628,0.807806370034,Concrete,0.248532445198,1.01777315972,1959.45887644,925.50862735,316.251048,220.189641,96.061407
UShape,-3.20067698648,0.308694066977,0.449540308389,0.807598854178,Brick,0.136323878228,0.587048774626,1356.37188871,963.244801086,329.433075,228.818675,100.614401
UShape,1.8632873106,0.398714118834,0.0,0.798054865812,str_TIP_Insulation,0.0896854235095,0.0404663362337,10.831103676,766.201230982,294.829768,212.253017,82.576751
UShape,3.82451810349,0.392163236411,0.00249737111285,0.799402977897,Concrete,0.244765946052,1.20097822363,1988.17273619,915.478582568,329.220562,228.998411,100.222151
UShape,5.22424737899,0.414658769229,0.00277558551694,0.782518501296,Brick,0.167891489331,0.691264036235,1910.66027799,798.125396019,331.960104,231.594956,100.365147
UShape,3.67143599574,0.399244982571,0.13813858201,0.804141857537,str_TIP_Insulation,0.0842438628708,0.0399908291149,10.5648413664,805.781123836,296.13688,213.006353,83.130527
UShape,1.23833680718,0.394554642343,0.173520367462,0.811601183401,Concrete,0.224288239404,1.04679761486,2029.45349879,985.955783358,328.609251,229.523117,99.086133
UShape,-1.22679485279,0.387504107955,0.152244655536,0.808228439859,Brick,0.128604812863,0.637740802461,1438.56806799,803.09052302,351.017952,249.430694,101.587258
UShape,-0.123258100507,0.393110816959,0.314670863824,0.777774509465,str_TIP_Insulation,0.0818587571059,0.0329943012026,12.0449798316,829.485801029,291.522499,210.580184,80.942314
UShape,-0.482719288677,0.414234855399,0.307570783476,0.801408525849,Concrete,0.22378220269,1.27516404596,2041.98991205,1171.21425775,332.423028,229.498611,102.924417
UShape,-3.04738665702,0.386612300922,0.305433220805,0.817689253805,Brick,0.149098630331,0.86713703061,2244.76835862,894.601616032,339.237038,234.98627,104.250768
UShape,-2.79720954865,0.391584818094,0.45057286002,0.794744714567,str_TIP_Insulation,0.094953229022,0.0404043840427,10.8539661802,801.446274737,291.963921,209.922889,82.041032
UShape,-2.51048774661,0.395450438869,0.447511284681,0.81094345178,Concrete,0.201032296616,1.11955950249,2025.98764725,1220.53350652,332.092701,229.716757,102.375944
UShape,2.70314370695,0.380639042145,0.457581784712,0.803411892104,Brick,0.187610711113,1.15813648489,1475.40713953,779.024145603,346.835225,243.07952,103.755705
UShape,-1.53392464434,0.494770204923,0.0,0.812604403467,str_TIP_Insulation,0.0913528698397,0.0459687376333,11.5398250251,805.630594221,313.058515,223.116995,89.94152
UShape,1.79382775324,0.477359991474,0.0,0.825951360628,Concrete,0.166051604542,1.13485014619,2013.54657496,964.892664413,349.49525,242.669229,106.826021
UShape,-2.40781004201,0.505351239735,0.0,0.821013566096,Brick,0.162963310391,0.886764097249,1458.61103035,746.071758762,354.690147,247.654414,107.035733
UShape,3.08636210017,0.513928150546,0.140495862441,0.801952261312,str_TIP_Insulation,0.0912158329352,0.0443110725685,12.4338804316,809.128561132,315.588171,225.273769,90.314402
UShape,-2.56198887924,0.500687883214,0.167994438995,0.79589730662,Concrete,0.214960829453,0.948379133942,1987.63177151,931.548878755,335.534891,230.84244,104.692451
UShape,-0.90888365556,0.50367289647,0.140649852677,0.782165469787,Brick,0.158910167603,0.759913862575,2030.16237138,930.961606199,340.298551,235.832256,104.466295
UShape,2.8183811659,0.495217786732,0.306197611113,0.801129283753,str_TIP_Insulation,0.09178510104,0.0402037955673,12.0849254999,804.458428816,310.627163,221.726461,88.900702
UShape,-3.05167721473,0.499969484475,0.309590709853,0.809606487749,Concrete,0.192289782607,1.19911496908,2007.26176519,1058.87594922,346.406423,240.823811,105.582612
UShape,2.33311152127,0.496864283447,0.293059173129,0.801274822937,Brick,0.184560398753,1.34076303985,1867.85593606,781.569090939,351.057606,240.955352,110.102254
UShape,3.00222320107,0.487666231567,0.444852627524,0.801489316169,str_TIP_Insulation,0.0842488988049,0.0507060534631,10.2394847674,798.60525113,314.626036,224.953755,89.67228
UShape,0.565290367211,0.500959250261,0.437939102588,0.789768026182,Concrete,0.189323538164,1.16278544495,1968.38958709,890.169368995,348.940696,243.22149,105.719206
UShape,-0.925191367733,0.516712869669,0.470439876514,0.802053337825,Brick,0.159100838273,1.25247869222,1612.39664518,749.855146245,363.529487,253.644518,109.884968
UShape,32.361255274,0.118472161995,0.0,0.801093906652,str_TIP_Insulation,0.090369023148,0.0435776948001,11.1470609772,772.530729187,244.364159,178.425666,65.938493
UShape,31.4971184237,0.0976430606556,0.0161937893579,0.800466238201,Concrete,0.247442373864,1.24490018747,1974.60125543,999.883541267,303.677684,207.068293,96.60939
UShape,37.5983931763,0.101028580614,0.0142210126167,0.794554407305,Brick,0.176365193297,1.75008314955,1346.03632324,939.035274009,351.737491,238.049754,113.687736
UShape,21.3888212186,0.0949749725927,0.150213348669,0.766569479975,str_TIP_Insulation,0.0796610385831,0.0461188026205,10.8741942957,779.481091497,239.598298,172.96421,66.634088
UShape,29.668541191,0.0880348520739,0.15902404398,0.809578976806,Concrete,0.225135114866,1.2319352603,2025.47119546,1058.13553189,308.171056,209.1444,99.026657
UShape,31.3120196851,0.0933456705771,0.145914274271,0.783542439619,Brick,0.166838169325,0.914235965756,1593.83754302,847.690972087,323.449045,222.207697,101.241348
UShape,33.5848466896,0.110296964098,0.29342420703,0.809137922503,str_TIP_Insulation,0.0801969962666,0.0477077940357,9.98125258336,796.100446535,248.961604,181.824687,67.136917
UShape,29.5298065294,0.116020384532,0.313175555055,0.814404874177,Concrete,0.232255320456,1.06245357182,1987.14261444,949.926694045,299.183022,202.63152,96.551502
UShape,33.7930108204,0.0923000957273,0.304597177218,0.788836317651,Brick,0.167849650533,1.19880935017,1448.10007185,753.730934312,338.820764,235.021505,103.799259
UShape,23.0405194571,0.0946707269365,0.451140546284,0.80731227298,str_TIP_Insulation,0.0886154606094,0.0390017932362,11.6287080082,817.561940956,234.00609,169.637788,64.368302
UShape,30.4269541366,0.0927068636766,0.445901809288,0.79784114883,Concrete,0.209690663291,1.18192826375,1994.73638593,880.116129036,310.722565,212.139971,98.582594
UShape,30.8768825306,0.117803283041,0.439500690007,0.801040459143,Brick,0.19340629433,0.913359265345,2001.76330425,880.556538068,315.987904,224.644384,91.34352
UShape,30.6387179787,0.209247132923,0.0,0.784180618768,str_TIP_Insulation,0.0939138432633,0.0443048643245,11.9342532507,777.88623846,261.374207,189.925347,71.44886
UShape,28.8460144787,0.210015927072,0.00265270254931,0.805266033861,Concrete,0.203506385028,1.05854865503,1942.47477392,1045.3071433,320.651995,223.234799,97.417196
UShape,31.3801345786,0.208567187431,0.000248419678737,0.784333203325,Brick,0.16893481037,0.467096033659,1799.05146597,729.815923118,300.955528,210.993609,89.96192
UShape,29.8875186717,0.196785207184,0.149853245079,0.795786640387,str_TIP_Insulation,0.0838745786798,0.0410367050155,11.8093339878,809.271245042,257.892848,186.10442,71.788427
UShape,32.2365173712,0.192039097207,0.151822733878,0.80842193437,Concrete,0.192976607517,1.08178361428,1999.58612497,1037.53252952,319.84777,217.279939,102.567832
UShape,30.4870655792,0.193447794904,0.143422427979,0.796355224068,Brick,0.165523125936,1.19959378735,1947.91216014,748.915291345,339.549651,234.019907,105.529744
UShape,32.4720769474,0.202722645303,0.313881329533,0.82430110354,str_TIP_Insulation,0.0936535555168,0.0431398267531,11.3598920121,800.886048146,259.376928,187.272127,72.104801
UShape,29.3779677109,0.198826731886,0.298661059968,0.7961001782,Concrete,0.219918411277,1.1145120357,1977.16275959,960.344065788,315.522356,216.647093,98.875263
UShape,32.3510749995,0.179871433668,0.297923090143,0.814652083635,Brick,0.167323760318,0.622904037209,2052.95181055,896.552769079,304.919805,210.334034,94.585771
UShape,28.9149769484,0.195831639011,0.45184238332,0.791875865677,str_TIP_Insulation,0.093346070183,0.0534804601267,12.1934098452,794.674357533,263.239351,191.047185,72.192166
UShape,33.5734707885,0.20110801902,0.458138248215,0.810293929891,Concrete,0.183232050984,1.14747148272,2025.18838975,939.226379918,326.197641,219.934342,106.2633
UShape,33.0410917952,0.206887927962,0.450724960882,0.797228189419,Brick,0.191401834316,0.392754547055,1863.12385641,712.275409788,287.738488,201.583504,86.154984
UShape,29.775239218,0.300593823058,0.0,0.793933069155,str_TIP_Insulation,0.084947871414,0.0327039633504,10.620188361,831.489213053,275.070489,198.738083,76.332406
UShape,29.5527524658,0.31209662834,0.0,0.787403033967,Concrete,0.194653098806,1.17488697279,1975.0535174,1029.38689675,329.002096,224.319259,104.682837
UShape,32.8704209944,0.290802209062,0.0,0.782224048396,Brick,0.131430865159,0.648344992481,2191.11532814,746.47095037,333.68381,232.92984,100.75397
UShape,28.293277363,0.286784299723,0.142379019963,0.790282020651,str_TIP_Insulation,0.0892641161044,0.0479302127825,10.9435293468,783.258305099,279.251275,202.162074,77.0892
UShape,28.330167259,0.328234720344,0.157861134226,0.797024339743,Concrete,0.207032382243,1.00382336788,2023.1611386,1005.49727926,325.595343,225.74032,99.855023
UShape,32.8587488015,0.314933761054,0.14150455274,0.811617793168,Brick,0.172364600631,1.07688301489,1808.27050939,775.290421218,344.763053,240.040686,104.722366
UShape,33.9215999506,0.309219257319,0.292106047038,0.78851936006,str_TIP_Insulation,0.102241553985,0.0479236577894,10.6997570989,812.023153764,281.313183,203.594283,77.7189
UShape,29.6271942977,0.307622849293,0.297894160976,0.809155501476,Concrete,0.210963681801,1.05707040441,2003.91752774,905.334186504,327.085921,227.844731,99.24119
UShape,31.5824266157,0.306154707141,0.292512561265,0.817949018865,Brick,0.162501421102,1.18321304941,1402.2068204,876.093384382,355.784702,246.105842,109.67886
UShape,30.9448179031,0.300476325408,0.451424588604,0.794961647561,str_TIP_Insulation,0.0843188579834,0.0499978338398,10.4626194986,789.386164877,281.504201,201.845001,79.6592
UShape,33.8788499814,0.291651105166,0.447948953066,0.810737958352,Concrete,0.219126941222,1.31731568221,1996.78459383,805.232445421,335.060818,233.230068,101.83075
UShape,31.6340655783,0.296472401261,0.460593861686,0.816487283122,Brick,0.123834670767,0.0794690062158,1829.30982153,817.231055487,274.420579,196.381307,78.039272
UShape,32.3120870373,0.368472458272,0.0,0.803892606501,str_TIP_Insulation,0.0860280401795,0.0434275012477,9.99924047521,795.860570836,293.776402,211.50951,82.266892
UShape,31.9615675312,0.388987301956,0.00279420409063,0.800050087018,Concrete,0.227319334048,1.00612278868,2018.91612434,1060.74073949,327.819711,227.901925,99.917786
UShape,32.2930894586,0.383246308866,0.0,0.778209778738,Brick,0.172751832362,0.598664201529,1522.56080209,722.777140415,331.621892,233.366637,98.255254
UShape,34.9120889959,0.407607509428,0.155669027966,0.801070087564,str_TIP_Insulation,0.0859075058696,0.0396929483419,10.9169657913,809.637866498,298.567049,214.106756,84.460293
UShape,25.9173672678,0.388047935855,0.1484697024,0.794960201006,Concrete,0.207210877228,1.18397963028,1987.4470164,1005.85303394,337.884445,236.364624,101.519821
UShape,30.0631729412,0.383848907318,0.159835743521,0.776094906281,Brick,0.154330862128,0.905774568699,1859.20936114,804.154737116,345.928742,240.201914,105.726828
UShape,29.4463087042,0.389528707794,0.298740403926,0.796469177917,str_TIP_Insulation,0.0995393183896,0.0417940338217,9.8811058347,786.661008273,293.637096,211.279252,82.357844
UShape,28.2059466433,0.409498739391,0.301264705934,0.800659461147,Concrete,0.217418950286,1.22873874719,1990.07342699,993.288167461,340.149917,238.95521,101.194707
UShape,37.3456274835,0.401719652873,0.307894515224,0.783455679024,Brick,0.154281236131,0.790567002615,2079.50468901,855.812403188,342.758122,241.293376,101.464747
UShape,28.7890093832,0.398282177375,0.458349930229,0.817585500834,str_TIP_Insulation,0.0917024256077,0.0543654360237,10.8038397844,785.69763975,301.590834,215.9873,85.603534
UShape,26.9292037298,0.394884617993,0.454465603121,0.813668428555,Concrete,0.23435292472,1.09593884882,2009.12921524,978.838654421,329.834807,227.593019,102.241789
UShape,34.662342211,0.400322647699,0.445361284412,0.814286578748,Brick,0.15063552404,0.628618557926,1929.88206756,911.0623637,335.470407,233.432415,102.037992
UShape,33.4432088772,0.489637160982,0.00453380959833,0.802598661283,str_TIP_Insulation,0.0870938829935,0.0418562279615,9.60660975156,783.522780372,314.488496,224.833968,89.654528
UShape,28.27760391,0.506855545825,0.0,0.802703914521,Concrete,0.235091742495,1.11397318006,2011.75836186,965.90468674,342.332823,238.512616,103.820207
UShape,32.7779817512,0.508997805504,0.0,0.80308320502,Brick,0.153293309147,0.723156612076,1088.86120788,875.71699734,356.526512,249.922202,106.60431
UShape,38.3391030155,0.500501616335,0.138639108487,0.811516285332,str_TIP_Insulation,0.0969668874481,0.0436985630378,11.0754951109,787.755824215,316.28847,225.507566,90.780904
UShape,27.9469966203,0.491246728586,0.144300457713,0.800286364777,Concrete,0.196845984315,1.07811865352,1987.63967426,979.347265103,344.965477,239.297999,105.667478
UShape,28.1627901095,0.498881333439,0.151550447302,0.795119632033,Brick,0.16329485009,0.71872211399,1761.58920972,816.651615597,345.985854,241.630315,104.355539
UShape,27.8090991837,0.495279710389,0.305692394034,0.806564221508,str_TIP_Insulation,0.0878331465873,0.0493151084712,10.4111464811,799.733770097,316.57415,225.691886,90.882263
UShape,26.2528784919,0.513369586176,0.274890483213,0.799515640295,Concrete,0.227334443306,0.968650064265,1984.51657935,884.326585299,340.478026,237.289091,103.188935
UShape,28.4017616557,0.50571068582,0.307179287146,0.81014395215,Brick,0.156229497502,1.42486464351,1820.32228301,701.037919472,366.535553,253.177968,113.357584
UShape,34.4739395318,0.491487344306,0.43775607134,0.819561307695,str_TIP_Insulation,0.0873550298245,0.0445619556804,12.8324687437,803.975040885,316.090088,225.089876,91.000212
UShape,31.8309921942,0.500657697206,0.454883043641,0.808178592443,Concrete,0.171621326978,1.24351573186,2054.03427077,1032.51345663,352.23712,241.538645,110.698476
UShape,30.9707581744,0.493412012074,0.44426533029,0.798244551085,Brick,0.186229140356,0.883409883153,1767.81625096,699.625196463,347.776388,243.078218,104.69817
UShape,61.9788192691,0.101023776981,0.0,0.790567778027,str_TIP_Insulation,0.0844929437987,0.0529132942476,10.4470478916,813.278589168,244.30547,175.836071,68.469398
UShape,63.9078078181,0.112760677068,0.0217825616358,0.797856977336,Concrete,0.235052207253,1.23027590806,1976.81079672,812.560461645,309.162884,208.741507,100.421377
UShape,62.9594795054,0.111745534171,0.0,0.806565918455,Brick,0.161657765475,0.719087816569,1494.33820861,927.852758583,315.366828,219.951236,95.415592
UShape,62.6873781293,0.0982226533677,0.134203414478,0.792175920079,str_TIP_Insulation,0.0931552904704,0.034576203958,12.013173176,786.065748714,233.003939,169.859583,63.144356
UShape,60.046027077,0.108734626031,0.151874191563,0.797652298336,Concrete,0.221514893729,1.10750155452,1979.12457329,959.9834021,314.348049,220.366427,93.981622
UShape,61.3846462509,0.105244887496,0.150997055112,0.796557360522,Brick,0.149900505827,0.378726386216,1696.17945999,758.773218196,280.77773,191.346707,89.431023
UShape,56.5404597044,0.104749598748,0.310136781423,0.800772976158,str_TIP_Insulation,0.0852931753232,0.0514072684667,10.8001216416,822.882332572,246.045362,178.179426,67.865936
UShape,63.2737146591,0.118471671967,0.306959369426,0.795571303806,Concrete,0.185410918581,1.2356080119,1952.09930415,1180.09740848,322.991661,222.759306,100.232354
UShape,61.2888906821,0.10275605409,0.296178214309,0.819073330748,Brick,0.152522876926,0.36921152306,1525.2272588,753.512620566,287.495716,202.951253,84.544463
UShape,64.545966704,0.0893626980178,0.457222917079,0.782539873849,str_TIP_Insulation,0.0887088740956,0.0443157963579,10.5716171279,802.920772938,237.27066,172.358192,64.912468
UShape,55.5991279884,0.106087035535,0.464707449194,0.811215916016,Concrete,0.172598647989,1.37296042277,2036.27722689,934.523672206,328.30545,218.36295,109.9425
UShape,58.9353839212,0.0977155656504,0.464230347863,0.816821842185,Brick,0.152298192388,1.25753957193,1879.99749833,905.256822771,336.183555,228.897608,107.285947
UShape,59.5241988214,0.211553022849,0.0284242927162,0.792563523609,str_TIP_Insulation,0.0805400737584,0.0390217443472,9.8581633909,809.302415401,262.868865,190.446278,72.422587
UShape,67.2687195744,0.192084494947,0.00231389804295,0.810510409645,Concrete,0.246173607435,1.00105812604,1973.37574034,954.741986352,310.861899,219.715369,91.14653
UShape,57.8514891371,0.199859933921,0.00279489415387,0.801601911966,Brick,0.151781159056,0.915443742742,1807.8351138,804.21470547,331.931649,226.997477,104.934172
UShape,57.7813116732,0.187646334406,0.160842251842,0.798839104133,str_TIP_Insulation,0.0838954688751,0.0466914516368,10.6041690785,789.577967169,262.392858,190.529132,71.863726
UShape,59.0554003173,0.177972901715,0.153001790448,0.790727364856,Concrete,0.217397250975,1.09074821693,2012.54073811,976.021410731,321.736125,227.882736,93.853388
UShape,56.9845517521,0.202584370449,0.158528677033,0.800180466147,Brick,0.156292547381,0.625881175139,1243.03612396,615.028646369,337.180895,240.324436,96.856458
UShape,56.4863649856,0.195256024904,0.316000805121,0.804712572828,str_TIP_Insulation,0.088674482498,0.0437674819744,11.9527310803,820.048133172,260.332214,188.552391,71.779822
UShape,59.0797813343,0.188462330486,0.297698365782,0.816584546513,Concrete,0.207043869571,1.18140524466,1974.69917423,1171.66742936,323.204631,224.083906,99.120725
UShape,64.0576040154,0.199790335862,0.309072431639,0.810111912811,Brick,0.155891133255,0.818007644763,1536.85976245,743.556412807,332.956844,229.342139,103.614705
UShape,53.5402617546,0.205977246762,0.433625545854,0.806448274173,str_TIP_Insulation,0.090854282347,0.0407959617172,11.0104714837,801.627816778,260.014958,188.026715,71.988243
UShape,62.5255156391,0.203527040009,0.442630355613,0.790022591205,Concrete,0.212585054429,1.13021086045,2044.01898553,940.396758938,326.390588,230.52785,95.862738
UShape,61.8295783299,0.182196108682,0.465115183388,0.801313570356,Brick,0.168686925248,0.67214042197,1900.63139191,820.201543647,317.705148,224.860092,92.845055
UShape,58.1393125251,0.286380022516,0.0,0.816965190503,str_TIP_Insulation,0.0957939802385,0.0407326850058,11.6121549979,842.222498233,276.929616,200.11328,76.816335
UShape,60.6884676226,0.288967736745,0.00300261134286,0.78954642723,Concrete,0.203283467641,1.09134340189,1965.69174418,1010.88550758,328.32255,227.856733,100.465817
UShape,59.4849550093,0.286298620587,0.0,0.796310903229,Brick,0.175124787613,0.993034378158,2075.73261808,753.024461888,332.464085,226.350935,106.11315
UShape,64.1290991819,0.30638433024,0.153824440727,0.804996444143,str_TIP_Insulation,0.0874745869726,0.0561229548508,10.2999133119,805.491415742,285.896429,204.716497,81.179931
UShape,57.3765002978,0.308644766455,0.159427721194,0.79926916718,Concrete,0.199911959604,1.042405812,1945.3384681,1004.0205551,328.621127,226.355581,102.265546
UShape,60.564705761,0.315592410715,0.148158164197,0.795862837298,Brick,0.17000968377,1.30011945808,1588.14934389,751.873534046,360.649628,257.080188,103.569439
UShape,59.8684723482,0.29661885034,0.296102810598,0.781421913395,str_TIP_Insulation,0.0967170781666,0.0434727616017,10.0764753626,804.28228777,276.590338,199.166539,77.423798
UShape,62.0799605078,0.291716296398,0.286756528232,0.787731359773,Concrete,0.224256621285,1.26394172038,1959.39780209,1005.07155426,331.28266,230.513597,100.769063
UShape,58.6677738019,0.294861271521,0.28826473572,0.810271756986,Brick,0.1432136067,0.348247443889,1587.2760387,664.060091664,313.756113,221.425573,92.330541
UShape,61.558010159,0.31854717425,0.463860309378,0.78224705279,str_TIP_Insulation,0.0809734441411,0.0500888674381,11.1963621084,799.404421419,287.533476,206.738595,80.79488
UShape,63.6947326775,0.291529463215,0.437800961481,0.805133628624,Concrete,0.200541359407,1.17248260704,1997.46450952,973.385746192,329.528633,226.498661,103.029972
UShape,65.754184523,0.291250314825,0.431255419127,0.81410825775,Brick,0.165183179378,0.91638635556,2217.03376224,675.48761422,337.413981,234.861599,102.552382
UShape,58.6308080876,0.403390308479,0.00699042442831,0.806042158509,str_TIP_Insulation,0.0888082713819,0.044172978044,10.9604151189,799.896874376,299.65892,214.310176,85.348744
UShape,53.1672828276,0.387479012185,0.0,0.779324783514,Concrete,0.201792410137,1.19823456659,1983.17365348,1093.45972038,336.483761,232.504353,103.979407
UShape,59.9448061712,0.393548575923,0.0,0.80480324914,Brick,0.169959252168,0.84489725912,1916.42497348,852.304008121,336.191568,231.341796,104.849772
UShape,62.7427513409,0.413765280613,0.141607097481,0.811171417589,str_TIP_Insulation,0.0876710622042,0.0429768586465,12.9581794274,792.118847416,300.472916,214.183547,86.289369
UShape,61.9452493436,0.389375857469,0.15331255173,0.803761131932,Concrete,0.245836671558,0.962594747107,2054.98510361,1060.99279332,325.551886,226.795146,98.75674
UShape,53.2757857148,0.389327887357,0.146138531883,0.792616977425,Brick,0.140139762846,0.96045531003,1852.08559511,755.968714533,355.774798,246.130248,109.64455
UShape,56.4627191771,0.381620337463,0.301205318724,0.78969625323,str_TIP_Insulation,0.0924378549993,0.0444354417937,11.1323273294,825.153295629,295.914352,213.019754,82.894598
UShape,62.317823402,0.398977794942,0.305971022867,0.791047629034,Concrete,0.208597669979,1.10516080835,2041.93614759,893.581223193,337.546472,233.690601,103.855871
UShape,59.1169357581,0.411458157051,0.300364972066,0.798622507923,Brick,0.160928451361,0.749247117348,1872.62266176,873.696008555,337.44354,232.927301,104.516239
UShape,60.1031287743,0.391891705358,0.459682763212,0.806581126165,str_TIP_Insulation,0.0877242055818,0.0429904763742,10.2953334344,788.505065463,299.714858,215.813035,83.901824
UShape,58.7036472149,0.389898560628,0.439262207991,0.805216989007,Concrete,0.192523916316,1.13506790348,1970.88754051,1101.82831619,340.163787,236.140083,104.023704
UShape,65.0652582319,0.398481694269,0.451845417635,0.797725465693,Brick,0.129077899214,0.846035356334,1968.80798358,633.788644977,356.032235,245.986906,110.045329
UShape,64.5859344402,0.525008616469,0.0,0.814888981869,str_TIP_Insulation,0.0871475491668,0.0604803926469,11.0002140218,803.600390068,325.925595,230.678815,95.246781
